name,brand,month,qty,price_unit,total_sales
LEON CENTRO (LEON),I-MOBIL,July,4,337.497931025,1349.9917241
MADERO (QRO),HISENSE,August,1,1335.34,1335.34
CORREGIDORA 2 (QRO),HISENSE,April,1,1335.34,1335.34
CORREGIDORA 3 (QRO),HISENSE,March,1,1335.34,1335.34
MAYOREO (QRO),HISENSE,February,1,1335.34,1335.34
PLAZA MAYOR (LEON),HISENSE,November,1,1335.34,1335.34
ANTEA (QRO),HISENSE,June,1,1335.34,1335.34
OBREGON (LEON),HISENSE,February,1,1335.34,1335.34
GUERRERO (QRO),HISENSE,June,1,1335.34,1335.34
LEON CENTRO (LEON),BLU,September,3,444.54149426666663,1333.6244828
HIDALGO (CELAYA),BLU,February,3,444.54068966666665,1333.622069
LEON CENTRO (LEON),I-MOBIL,November,4,326.72181035,1306.8872414
PARQUE (QRO),BLU,March,1,1292.241379,1292.241379
MADERO (LEON),BLU,March,1,1292.241379,1292.241379
LEON CENTRO (LEON),KODAK,April,1,1292.241379,1292.241379
CONSTITUYENTES (QRO),ZTE,May,1,1292.241379,1292.241379
PARQUE (CELAYA),ZTE,September,1,1292.241379,1292.241379
MADERO (QRO),KODAK,April,1,1292.241379,1292.241379
BOULEVARES (QRO),KODAK,January,1,1292.241379,1292.241379
PLAZA PATIO (QRO),BLU,May,1,1292.241379,1292.241379
OBREGON (LEON),ZTE,October,1,1292.241379,1292.241379
HIDALGO 2 (CELAYA),ZTE,July,1,1292.241379,1292.241379
LEON CENTRO (LEON),BLU,June,1,1292.241379,1292.241379
GALERIAS (QRO),ZTE,April,1,1292.241379,1292.241379
BOULEVARES (QRO),BLU,January,1,1292.241379,1292.241379
BOULEVARES (QRO),KODAK,May,1,1292.241379,1292.241379
OBREGON (LEON),ZTE,July,1,1292.241379,1292.241379
GUERRERO (QRO),BLU,May,1,1292.241379,1292.241379
VIA ALTA SUR (LEON),BLU,August,1,1292.241379,1292.241379
ALLENDE (QRO),KODAK,November,1,1292.241379,1292.241379
CORREGIDORA 4 (QRO),KODAK,May,1,1292.241379,1292.241379
LA CRUZ (QRO),NOKIA,September,1,1292.24,1292.24
HIDALGO 2 (CELAYA),ZTE,December,1,1292.24,1292.24
LEON CENTRO (LEON),NOKIA,February,1,1292.24,1292.24
OBREGON (LEON),ZTE,September,1,1292.24,1292.24
CORREGIDORA 4 (QRO),NOKIA,February,1,1292.24,1292.24
PLAZA PATIO (QRO),KODAK,May,1,1292.24,1292.24
CORREGIDORA 4 (QRO),ZTE,October,1,1292.24,1292.24
CORREGIDORA 4 (QRO),ZTE,February,1,1292.24,1292.24
LA VICTORIA (QRO),NOKIA,January,1,1292.24,1292.24
PLAZA MAYOR (LEON),LANIX,August,1,1292.24,1292.24
PLAZA PATIO (QRO),NOKIA,December,1,1292.24,1292.24
LA VICTORIA (QRO),ZTE,May,1,1292.24,1292.24
PARQUE (CELAYA),BLU,November,3,430.1728735666666,1290.5186207
MADERO (QRO),BLU,November,3,430.1728735666666,1290.5186207
ANDADOR (CELAYA),I-MOBIL,June,3,430.17114940000005,1290.5134482
ANDADOR (CELAYA),BLU,July,5,257.7586207,1288.7931035
ANDADOR (CELAYA),BLU,October,5,257.7586207,1288.7931035
ALLENDE (QRO),DOPPIO,July,4,318.1034483,1272.4137932
ALLENDE (QRO),DOPPIO,October,4,318.1034483,1272.4137932
ALLENDE (QRO),DOPPIO,November,4,318.1034483,1272.4137932
ALLENDE (QRO),DOPPIO,December,4,318.1034483,1272.4137932
FIESTA (IRAPUATO),ZTE,November,1,1257.76,1257.76
LEON CENTRO (LEON),ZTE,January,1,1257.76,1257.76
CORREGIDORA 2 (QRO),ZTE,October,1,1257.76,1257.76
ANTEA (QRO),NOKIA,January,3,408.6212069,1247.4148276
HIDALGO (CELAYA),DOPPIO,September,4,311.637931025,1246.5517241
ALLENDE (CELAYA),DOPPIO,May,4,309.4827586,1237.9310344
HIDALGO (CELAYA),BLU,January,1,1206.034483,1206.034483
MADERO (QRO),ZTE,May,1,1206.034483,1206.034483
LEON CENTRO (LEON),BLU,May,1,1206.034483,1206.034483
VIA ALTA SUR (LEON),ZTE,May,1,1206.034483,1206.034483
GUERRERO (QRO),BLU,September,1,1206.034483,1206.034483
HIDALGO 2 (CELAYA),BLU,April,1,1206.034483,1206.034483
ANDADOR (CELAYA),BLU,February,1,1206.034483,1206.034483
URBAN (QRO),BLU,January,1,1206.034483,1206.034483
CONSTITUYENTES (QRO),ZTE,November,1,1206.034483,1206.034483
CORREGIDORA 2 (QRO),ALCATEL,August,1,1206.034483,1206.034483
ANTEA (QRO),ZTE,April,1,1206.034483,1206.034483
LA VICTORIA (QRO),BLU,September,1,1206.034483,1206.034483
OBREGON (LEON),BLU,January,1,1206.034483,1206.034483
ALLENDE (QRO),BLU,February,1,1206.034483,1206.034483
ALLENDE (QRO),BLU,June,1,1206.034483,1206.034483
PLAZA MAYOR (LEON),HISENSE,January,1,1206.03,1206.03
FIESTA (IRAPUATO),HISENSE,March,1,1206.03,1206.03
LA CRUZ (QRO),BLU,January,1,1206.03,1206.03
GALERIAS (QRO),HISENSE,September,1,1206.03,1206.03
GALERIAS (QRO),ZTE,July,1,1206.025862,1206.025862
CORREGIDORA 4 (QRO),ZTE,March,1,1206.025862,1206.025862
CORREGIDORA 4 (QRO),BLU,October,2,602.5881034500001,1205.1762069000001
LA CRUZ (QRO),BLU,October,2,602.5862069,1205.1724138
BOULEVARES (QRO),BLU,June,2,602.5862069,1205.1724138
ANTEA (QRO),BLU,October,2,602.5862069,1205.1724138
ALLENDE (QRO),I-MOBIL,October,3,401.4333333333334,1204.3000000000002
ALLENDE (QRO),CORN,September,3,396.26586206666667,1188.7975862
LEON CENTRO (LEON),I-MOBIL,January,3,392.81390803333335,1178.4417241
HIDALGO (CELAYA),I-MOBIL,November,3,392.81333333333333,1178.44
GUERRERO (QRO),KODAK,May,1,1162.931034,1162.931034
MADERO (QRO),KODAK,August,1,1162.931034,1162.931034
MADERO (QRO),KODAK,February,1,1162.931034,1162.931034
URBAN (QRO),KODAK,June,1,1162.931034,1162.931034
CORREGIDORA 2 (QRO),KODAK,January,1,1162.931034,1162.931034
PLAZA MAYOR (LEON),KODAK,January,1,1162.931034,1162.931034
ANTEA (QRO),KODAK,August,1,1162.931034,1162.931034
PLAZA MAYOR (LEON),KODAK,June,1,1162.931034,1162.931034
PARQUE (CELAYA),KODAK,April,1,1162.931034,1162.931034
LEON CENTRO (LEON),KODAK,January,1,1162.931034,1162.931034
LEON CENTRO (LEON),KODAK,March,1,1162.931034,1162.931034
PARQUE (QRO),KODAK,January,1,1162.931034,1162.931034
ALLENDE (QRO),KODAK,February,1,1162.931034,1162.931034
ALLENDE (QRO),KODAK,June,1,1162.931034,1162.931034
CORREGIDORA 4 (QRO),KODAK,June,1,1162.931034,1162.931034
URBAN (QRO),KODAK,October,1,1162.931034,1162.931034
PLAZA MAYOR (LEON),KODAK,May,1,1162.931034,1162.931034
LA VICTORIA (QRO),KODAK,June,1,1162.931034,1162.931034
CORREGIDORA 3 (QRO),KODAK,November,1,1162.931034,1162.931034
PORTAL (QRO),KODAK,December,1,1162.931034,1162.931034
GALERIAS (QRO),KODAK,December,1,1162.931034,1162.931034
LA VICTORIA (QRO),KODAK,October,1,1162.931034,1162.931034
GUERRERO (QRO),KODAK,January,1,1162.931034,1162.931034
VIA ALTA SUR (LEON),KODAK,October,1,1162.931034,1162.931034
LA CRUZ (QRO),KODAK,January,1,1162.931034,1162.931034
PLAZA MAYOR (LEON),KODAK,March,1,1162.931034,1162.931034
ANTEA (QRO),KODAK,January,1,1162.931034,1162.931034
OBREGON (LEON),KODAK,December,1,1162.931034,1162.931034
ANDADOR (CELAYA),KODAK,January,1,1162.931034,1162.931034
VIA ALTA SUR (LEON),KODAK,November,1,1162.931034,1162.931034
PARQUE (CELAYA),KODAK,September,1,1162.931034,1162.931034
GALERIAS (QRO),KODAK,January,1,1162.931034,1162.931034
ANDADOR (CELAYA),KODAK,June,1,1162.931034,1162.931034
MADERO (LEON),KODAK,May,1,1162.931034,1162.931034
CONSTITUYENTES (QRO),KODAK,December,1,1162.931034,1162.931034
LEON CENTRO (LEON),KODAK,November,1,1162.931034,1162.931034
GALERIAS (QRO),KODAK,March,1,1162.931034,1162.931034
ANTEA (QRO),KODAK,June,1,1162.931034,1162.931034
GUERRERO (QRO),KODAK,November,1,1162.931034,1162.931034
CORREGIDORA 3 (QRO),KODAK,October,1,1162.931034,1162.931034
ALLENDE (CELAYA),KODAK,April,1,1162.93,1162.93
GUERRERO (QRO),KODAK,October,1,1162.93,1162.93
HIDALGO 2 (CELAYA),KODAK,March,1,1162.93,1162.93
CORREGIDORA 2 (QRO),KODAK,June,1,1162.93,1162.93
GUERRERO (QRO),KODAK,June,1,1162.93,1162.93
PARQUE (QRO),ZTE,January,1,1162.93,1162.93
PLAZA PATIO (QRO),ZTE,September,1,1162.93,1162.93
ALLENDE (CELAYA),KODAK,October,1,1162.93,1162.93
OBREGON (LEON),LANIX,January,1,1162.93,1162.93
PARQUE (QRO),KODAK,September,1,1162.93,1162.93
PARQUE (QRO),KODAK,May,1,1162.93,1162.93
MADERO (LEON),KODAK,November,1,1162.93,1162.93
ANDADOR (CELAYA),KODAK,June,1,1162.93,1162.93
PARQUE (CELAYA),KODAK,May,1,1162.93,1162.93
ALAMEDA (QRO),KODAK,June,1,1162.93,1162.93
MADERO (LEON),KODAK,May,1,1162.93,1162.93
FIESTA (IRAPUATO),KODAK,May,1,1162.93,1162.93
MADERO (LEON),KODAK,June,1,1162.93,1162.93
ALLENDE (QRO),I-MOBIL,January,3,384.19448273333336,1152.5834482
MADERO (LEON),SENWA,June,2,568.1034483,1136.2068966
ALLENDE (CELAYA),SENWA,November,2,568.10172415,1136.2034483
PLAZA PATIO (QRO),SENWA,July,2,568.10172415,1136.2034483
LA CRUZ (QRO),SENWA,April,2,568.1,1136.2
ALAMEDA (QRO),SENWA,May,2,568.1,1136.2
CORREGIDORA 3 (QRO),SENWA,May,2,568.1,1136.2
MADERO (QRO),ZTE,April,1,1119.83,1119.83
ALAMEDA (QRO),ZTE,March,1,1119.83,1119.83
PARQUE (QRO),HISENSE,February,1,1119.83,1119.83
CORREGIDORA 4 (QRO),ALC,October,1,1119.827586,1119.827586
GALERIAS (QRO),ALC,March,1,1119.827586,1119.827586
LEON CENTRO (LEON),ALC,October,1,1119.827586,1119.827586
FIESTA (IRAPUATO),LANIX,July,1,1119.827586,1119.827586
PLAZA MAYOR (LEON),ALC,June,1,1119.827586,1119.827586
HIDALGO (CELAYA),ALC,November,1,1119.827586,1119.827586
HIDALGO (CELAYA),LANIX,November,1,1119.827586,1119.827586
URBAN (QRO),LANIX,January,1,1119.827586,1119.827586
PLAZA PATIO (QRO),LANIX,December,1,1119.827586,1119.827586
GUERRERO (QRO),LANIX,November,1,1119.827586,1119.827586
PLAZA PATIO (QRO),LANIX,April,1,1119.827586,1119.827586
LA CRUZ (QRO),HISENSE,March,1,1119.827586,1119.827586
FIESTA (IRAPUATO),ALC,July,1,1119.827586,1119.827586
ALAMEDA (QRO),LANIX,November,1,1119.827586,1119.827586
MADERO (LEON),LANIX,December,1,1119.827586,1119.827586
PARQUE (QRO),LANIX,February,1,1119.827586,1119.827586
GALERIAS (QRO),LANIX,June,1,1119.827586,1119.827586
CORREGIDORA 4 (QRO),LANIX,December,1,1119.827586,1119.827586
CONSTITUYENTES (QRO),HISENSE,August,1,1119.827586,1119.827586
HIDALGO 2 (CELAYA),ALC,June,1,1119.827586,1119.827586
LA CRUZ (QRO),BLU,November,3,372.70160919999995,1118.1048276
ALAMEDA (QRO),BLU,November,3,372.7011494333333,1118.1034482999999
OBREGON (LEON),CORN,January,3,370.1179310333334,1110.3537931
CORREGIDORA 3 (QRO),SENWA,June,2,542.24172415,1084.4834483
PLAZA MAYOR (LEON),SENWA,November,2,542.24172415,1084.4834483
PARQUE (CELAYA),I-MOBIL,March,3,361.2068965333333,1083.6206895999999
LA VICTORIA (QRO),BLU,November,2,537.9310345,1075.862069
HIDALGO (CELAYA),I-MOBIL,August,3,346.83724136666666,1040.5117241
LEON CENTRO (LEON),I-MOBIL,September,3,346.83724136666666,1040.5117241
GUERRERO (QRO),I-MOBIL,January,3,346.83666666666664,1040.51
VALLARTA (VTA),BLU,July,1,1033.62069,1033.62069
LEON CENTRO (LEON),ZTE,February,1,1033.62,1033.62
MADERO (LEON),ZTE,February,1,1033.62,1033.62
ALLENDE (CELAYA),ZTE,May,1,1033.62,1033.62
GUERRERO (QRO),ZTE,November,1,1033.62,1033.62
PLAZA MAYOR (LEON),ZTE,August,1,1033.62,1033.62
LA VICTORIA (QRO),ZTE,November,1,1033.62,1033.62
PLAZA MAYOR (LEON),ZTE,October,1,1033.62,1033.62
PARQUE (QRO),ZTE,February,1,1033.62,1033.62
PLAZA PATIO (QRO),ZTE,February,1,1033.62,1033.62
PLAZA MAYOR (LEON),ZTE,January,1,1033.62,1033.62
PLAZA MAYOR (LEON),ZTE,November,1,1033.62,1033.62
CORREGIDORA 4 (QRO),ZTE,March,1,1033.62,1033.62
BOULEVARES (QRO),ZTE,January,1,1033.62,1033.62
ANDADOR (CELAYA),ZTE,December,1,1033.62,1033.62
ALLENDE (QRO),ZTE,October,1,1033.62,1033.62
LA VICTORIA (QRO),ZTE,February,1,1033.62,1033.62
LA VICTORIA (QRO),ZTE,June,1,1033.62,1033.62
GALERIAS (QRO),ZTE,April,1,1033.62,1033.62
LA VICTORIA (QRO),ZTE,August,1,1033.62,1033.62
HIDALGO (CELAYA),ZTE,April,1,1033.62,1033.62
CORREGIDORA 4 (QRO),ZTE,July,1,1033.62,1033.62
OBREGON (LEON),ZTE,April,1,1033.62,1033.62
LEON CENTRO (LEON),ZTE,October,1,1033.62,1033.62
CORREGIDORA 3 (QRO),ZTE,April,1,1033.62,1033.62
LA CRUZ (QRO),ZTE,August,1,1033.62,1033.62
MAYOREO (QRO),ZTE,June,1,1033.62,1033.62
MAYOREO (QRO),ZTE,December,1,1033.62,1033.62
PLAZA PATIO (QRO),ZTE,May,1,1033.62,1033.62
PORTAL (QRO),ZTE,April,1,1033.62,1033.62
FIESTA (IRAPUATO),ZTE,October,1,1033.62,1033.62
GUERRERO (QRO),ZTE,September,1,1033.62,1033.62
CONSTITUYENTES (QRO),SENWA,April,2,516.8075862000001,1033.6151724000001
OBREGON (LEON),SENWA,July,2,516.38,1032.76
LEON CENTRO (LEON),SENWA,November,2,516.38,1032.76
MADERO (LEON),SENWA,February,2,516.38,1032.76
PARQUE (QRO),SENWA,November,2,516.38,1032.76
ANDADOR (CELAYA),SENWA,December,2,516.38,1032.76
PLAZA PATIO (QRO),SENWA,May,2,516.3775862,1032.7551724
LEON CENTRO (LEON),BLU,January,4,257.76,1031.04
ALLENDE (QRO),ALC,December,1,999.14,999.14
GUERRERO (QRO),ALC,May,1,999.14,999.14
ALLENDE (QRO),ALC,February,1,999.14,999.14
LEON CENTRO (LEON),ALC,April,1,999.14,999.14
ALLENDE (QRO),ALC,October,1,999.14,999.14
LEON CENTRO (LEON),ALC,May,1,999.14,999.14
HIDALGO (CELAYA),ALC,March,1,999.14,999.14
ALLENDE (CELAYA),ALC,November,1,999.14,999.14
MADERO (LEON),ALC,July,1,999.14,999.14
ALLENDE (QRO),ALC,September,1,999.14,999.14
CORREGIDORA 2 (QRO),ALC,May,1,999.14,999.14
ALAMEDA (QRO),ALC,September,1,999.137931,999.137931
PARQUE (QRO),ALC,July,1,999.137931,999.137931
HIDALGO 2 (CELAYA),ALC,April,1,999.137931,999.137931
PARQUE (QRO),ALC,February,1,999.137931,999.137931
OBREGON (LEON),ALC,January,1,999.137931,999.137931
PARQUE (CELAYA),ALC,April,1,999.1379,999.1379
URBAN (QRO),ALC,May,1,999.1379,999.1379
HIDALGO (CELAYA),SENWA,February,2,499.13620690000005,998.2724138000001
ALAMEDA (QRO),SENWA,June,2,499.13620690000005,998.2724138000001
LA CRUZ (QRO),SENWA,August,2,499.13620690000005,998.2724138000001
LA VICTORIA (QRO),BLU,October,3,329.5981609333333,988.7944828
CORREGIDORA 2 (QRO),BLU,January,3,329.59770116666664,988.7931034999999
MADERO (LEON),BLU,August,3,329.5976942666667,988.7930828
HIDALGO 2 (CELAYA),SENWA,April,2,477.58500000000004,955.1700000000001
LEON CENTRO (LEON),DOPPIO,September,3,318.1034483,954.3103449
OBREGON (LEON),DOPPIO,July,3,318.1034483,954.3103449
MADERO (LEON),DOPPIO,September,3,318.1034483,954.3103449
HIDALGO 2 (CELAYA),ZTE,November,1,947.4137931,947.4137931
CORREGIDORA 4 (QRO),SENWA,November,2,473.27620690000003,946.5524138000001
HIDALGO (CELAYA),SENWA,September,2,473.27620690000003,946.5524138000001
ALLENDE (CELAYA),SENWA,January,2,473.27620690000003,946.5524138000001
FIESTA (IRAPUATO),SENWA,August,2,473.27620690000003,946.5524138000001
HIDALGO (CELAYA),SENWA,December,2,473.27620690000003,946.5524138000001
ANDADOR (CELAYA),SENWA,September,2,473.27620690000003,946.5524138000001
MADERO (LEON),SENWA,January,2,473.27620690000003,946.5524138000001
GUERRERO (QRO),SENWA,January,2,473.27620690000003,946.5524138000001
GUERRERO (QRO),SENWA,December,2,473.27620690000003,946.5524138000001
PLAZA PATIO (QRO),SENWA,August,2,473.27620690000003,946.5524138000001
HIDALGO 2 (CELAYA),BLU,October,2,473.2758621,946.5517242
PARQUE (QRO),BLU,February,3,315.2308046,945.6924137999999
HIDALGO (CELAYA),DOPPIO,October,3,315.22988506666667,945.6896552000001
LEON CENTRO (LEON),DOPPIO,January,3,315.22988506666667,945.6896552000001
PARQUE (CELAYA),SENWA,April,2,464.6551724,929.3103448
CORREGIDORA 4 (QRO),SENWA,April,2,464.6551724,929.3103448
HIDALGO (CELAYA),DOPPIO,April,3,309.4827586,928.4482758
GUERRERO (QRO),DOPPIO,May,3,309.4827586,928.4482758
HIDALGO (CELAYA),DOPPIO,March,3,309.48091953333335,928.4427586
OBREGON (LEON),I-MOBIL,July,3,309.48,928.44
ALLENDE (CELAYA),BLU,July,2,456.03448275,912.0689655
PARQUE (QRO),I-MOBIL,June,3,300.86206896666664,902.5862069
LA CRUZ (QRO),ALC,January,1,895.69,895.69
FIESTA (IRAPUATO),ALC,February,1,895.69,895.69
PLAZA MAYOR (LEON),ALC,March,1,895.69,895.69
MADERO (LEON),ALC,February,1,895.69,895.69
LA CRUZ (QRO),ALC,July,1,895.69,895.69
CORREGIDORA 4 (QRO),ALC,November,1,895.69,895.69
GUERRERO (QRO),I-MOBIL,October,2,438.7917,877.5834
MADERO (LEON),KODAK,April,1,861.2068966,861.2068966
GUERRERO (QRO),SKY,December,1,861.2068,861.2068
GUERRERO (QRO),SKY,November,1,861.2068,861.2068
ALLENDE (QRO),BLU,March,2,430.17310345,860.3462069
PARQUE (CELAYA),BLU,January,2,430.17310345,860.3462069
MADERO (LEON),BLU,December,2,430.17310345,860.3462069
CORREGIDORA 4 (QRO),BLU,August,2,430.17310345,860.3462069
MADERO (QRO),BLU,February,2,430.17310345,860.3462069
PARQUE (QRO),NOKIA,April,2,430.1724138,860.3448276
PLAZA MAYOR (LEON),NOKIA,April,2,430.1724138,860.3448276
MADERO (QRO),NOKIA,July,2,430.1724138,860.3448276
CORREGIDORA 4 (QRO),SENWA,June,2,430.1724138,860.3448276
ANTEA (QRO),NOKIA,June,2,430.1724138,860.3448276
PARQUE (QRO),NOKIA,May,2,430.1724138,860.3448276
BOULEVARES (QRO),SENWA,September,2,430.1724138,860.3448276
FIESTA (IRAPUATO),BLU,February,2,430.17241379999996,860.3448275999999
PLAZA PATIO (QRO),BLU,February,2,430.17241379999996,860.3448275999999
CORREGIDORA 3 (QRO),BLU,January,2,430.17241379999996,860.3448275999999
PLAZA MAYOR (LEON),BLU,July,2,430.17241379999996,860.3448275999999
PARQUE (CELAYA),BLU,May,2,430.17241379999996,860.3448275999999
OBREGON (LEON),NOKIA,July,2,430.1712069,860.3424138
PARQUE (CELAYA),NOKIA,March,2,430.1712069,860.3424138
ANDADOR (CELAYA),NOKIA,September,2,430.1712069,860.3424138
PLAZA MAYOR (LEON),NOKIA,September,2,430.17,860.34
ALLENDE (QRO),CORN,March,2,422.4137931,844.8275862
HIDALGO (CELAYA),I-MOBIL,June,2,421.5517241,843.1034482
CORREGIDORA 3 (QRO),I-MOBIL,March,2,421.55086205,843.1017241
HIDALGO (CELAYA),NOKIA,January,2,412.93,825.86
HIDALGO 2 (CELAYA),SENWA,May,2,408.62068965000003,817.2413793000001
OBREGON (LEON),NOKIA,August,2,408.62,817.24
LA CRUZ (QRO),NOKIA,January,2,395.69,791.38
ANTEA (QRO),NOKIA,December,2,391.38,782.76
ANDADOR (CELAYA),EPIK,February,1,775.0,775.0
PLAZA MAYOR (LEON),SKY,October,1,775.0,775.0
PLAZA PATIO (QRO),SKY,October,1,775.0,775.0
VIA ALTA SUR (LEON),SKY,January,1,775.0,775.0
ALAMEDA (QRO),SKY,July,1,775.0,775.0
URBAN (QRO),SKY,June,1,775.0,775.0
HIDALGO (CELAYA),SKY,April,1,775.0,775.0
ANTEA (QRO),SKY,January,1,775.0,775.0
ALLENDE (QRO),EPIK,September,1,775.0,775.0
CORREGIDORA 4 (QRO),SKY,November,1,775.0,775.0
GUERRERO (QRO),SKY,May,1,775.0,775.0
FIESTA (IRAPUATO),SKY,May,1,775.0,775.0
FIESTA (IRAPUATO),EPIK,May,1,775.0,775.0
MADERO (LEON),SKY,November,1,775.0,775.0
LA VICTORIA (QRO),SKY,December,1,775.0,775.0
MADERO (QRO),SKY,December,1,775.0,775.0
MAYOREO (QRO),SKY,December,1,775.0,775.0
GALERIAS (QRO),SKY,September,1,775.0,775.0
PLAZA MAYOR (LEON),SKY,December,1,775.0,775.0
PARQUE (QRO),SKY,July,1,775.0,775.0
ALLENDE (CELAYA),SKY,January,1,775.0,775.0
MADERO (QRO),SKY,January,1,775.0,775.0
MAYOREO (QRO),SKY,December,1,775.0,775.0
ANDADOR (CELAYA),SKY,January,1,775.0,775.0
ANDADOR (CELAYA),SKY,February,1,775.0,775.0
PLAZA MAYOR (LEON),SKY,April,1,775.0,775.0
GALERIAS (QRO),SKY,January,1,775.0,775.0
ALLENDE (QRO),EPIK,November,1,775.0,775.0
HIDALGO 2 (CELAYA),SKY,January,1,775.0,775.0
MAYOREO (QRO),SKY,April,1,775.0,775.0
LEON CENTRO (LEON),SKY,January,1,775.0,775.0
MADERO (LEON),SKY,January,1,775.0,775.0
PLAZA PATIO (QRO),SKY,June,1,775.0,775.0
ALLENDE (QRO),EPIK,June,1,775.0,775.0
CORREGIDORA 4 (QRO),SKY,April,1,775.0,775.0
CORREGIDORA 4 (QRO),SKY,June,1,775.0,775.0
ANDADOR (CELAYA),SKY,April,1,775.0,775.0
CORREGIDORA 2 (QRO),SKY,March,1,775.0,775.0
FIESTA (IRAPUATO),EPIK,February,1,775.0,775.0
HIDALGO (CELAYA),SKY,June,1,775.0,775.0
FIESTA (IRAPUATO),EPIK,October,1,775.0,775.0
CORREGIDORA 4 (QRO),EPIK,February,1,775.0,775.0
GUERRERO (QRO),EPIK,February,1,775.0,775.0
CORREGIDORA 3 (QRO),SKY,September,1,775.0,775.0
ANTEA (QRO),SKY,June,1,775.0,775.0
CORREGIDORA 3 (QRO),SKY,February,1,775.0,775.0
CORREGIDORA 4 (QRO),SKY,March,1,775.0,775.0
PARQUE (QRO),SKY,September,1,775.0,775.0
ANDADOR (CELAYA),SKY,June,1,775.0,775.0
HIDALGO (CELAYA),SKY,October,1,775.0,775.0
GUERRERO (QRO),SKY,June,1,775.0,775.0
MADERO (QRO),SKY,September,1,775.0,775.0
PORTAL (QRO),SKY,May,1,775.0,775.0
PARQUE (QRO),SKY,February,1,775.0,775.0
CONSTITUYENTES (QRO),SKY,April,1,775.0,775.0
ANTEA (QRO),SKY,March,1,775.0,775.0
FIESTA (IRAPUATO),SKY,March,1,775.0,775.0
MADERO (LEON),NOKIA,October,2,387.07,774.14
VIA ALTA SUR (LEON),BLU,December,2,387.0689655,774.137931
MADERO (LEON),BLU,January,3,257.76,773.28
CORREGIDORA 2 (QRO),BLU,July,3,257.7586207,773.2758621
LEON CENTRO (LEON),BLU,February,3,257.7586138,773.2758414
HIDALGO (CELAYA),CORN,January,2,383.19189655,766.3837931
ANDADOR (CELAYA),I-MOBIL,September,2,378.44500000000005,756.8900000000001
CORREGIDORA 2 (QRO),I-MOBIL,October,2,378.44500000000005,756.8900000000001
HIDALGO 2 (CELAYA),DOPPIO,May,2,374.13793105,748.2758621
ALAMEDA (QRO),I-MOBIL,November,2,369.82500000000005,739.6500000000001
PARQUE (CELAYA),SENWA,February,1,731.9,731.9
MADERO (QRO),BLU,February,2,365.51793105,731.0358621
PARQUE (QRO),BLU,January,2,365.51793105,731.0358621
PLAZA MAYOR (LEON),BLU,September,2,365.5172414,731.0344828
GUERRERO (QRO),I-MOBIL,July,2,365.51586205,731.0317241
LEON CENTRO (LEON),I-MOBIL,October,2,365.51586205,731.0317241
HIDALGO (CELAYA),I-MOBIL,October,2,365.51586205,731.0317241
ANDADOR (CELAYA),I-MOBIL,July,2,365.51586205,731.0317241
FIESTA (IRAPUATO),I-MOBIL,May,2,365.51586205,731.0317241
CORREGIDORA 2 (QRO),I-MOBIL,February,2,365.515,731.03
GUERRERO (QRO),I-MOBIL,December,2,365.515,731.03
MADERO (QRO),I-MOBIL,January,2,365.515,731.03
MADERO (LEON),I-MOBIL,December,2,365.515,731.03
MADERO (QRO),I-MOBIL,December,2,365.515,731.03
VALLARTA (VTA),DASH,January,1,688.7931035,688.7931035
CORREGIDORA 2 (QRO),BLU,June,1,688.7931,688.7931
ALLENDE (QRO),CORN,December,2,343.97,687.94
ALLENDE (QRO),CORN,November,2,343.97,687.94
CORREGIDORA 2 (QRO),CORN,February,2,343.97,687.94
VIA ALTA SUR (LEON),SENWA,December,2,343.9655172,687.9310344
MADERO (QRO),DASH,August,1,645.6896552,645.6896552
PARQUE (QRO),I-MOBIL,January,2,319.395,638.79
CONSTITUYENTES (QRO),DOPPIO,January,2,318.1034483,636.2068966
PLAZA MAYOR (LEON),DOPPIO,June,2,318.1034483,636.2068966
HIDALGO (CELAYA),DOPPIO,August,2,318.1034483,636.2068966
ALLENDE (CELAYA),DOPPIO,July,2,318.1034483,636.2068966
PLAZA PATIO (QRO),DOPPIO,May,2,318.1034483,636.2068966
HIDALGO 2 (CELAYA),DOPPIO,November,2,318.1034483,636.2068966
GUERRERO (QRO),DOPPIO,November,2,318.1034483,636.2068966
ANDADOR (CELAYA),DOPPIO,July,2,318.1034483,636.2068966
MADERO (LEON),DOPPIO,January,2,318.1034483,636.2068966
HIDALGO (CELAYA),DOPPIO,December,2,318.1034483,636.2068966
PLAZA MAYOR (LEON),DOPPIO,October,2,318.1034483,636.2068966
ANTEA (QRO),DOPPIO,June,2,318.1034483,636.2068966
ALLENDE (QRO),DOPPIO,August,2,318.1034483,636.2068966
GUERRERO (QRO),DOPPIO,March,2,313.79310345,627.5862069
PLAZA MAYOR (LEON),DOPPIO,August,2,313.79310345,627.5862069
ALLENDE (QRO),DOPPIO,February,2,313.79310345,627.5862069
PARQUE (QRO),DOPPIO,June,2,313.79172415000005,627.5834483000001
CORREGIDORA 2 (QRO),DOPPIO,May,2,309.4827586,618.9655172
MADERO (LEON),DOPPIO,April,2,309.4827586,618.9655172
PLAZA MAYOR (LEON),DOPPIO,April,2,309.4827586,618.9655172
PLAZA PATIO (QRO),DOPPIO,April,2,309.4827586,618.9655172
