Shop,Date,Shift,Tickets,Covers,System Sales,Lounge Sales,Delivery Sales,Bar Sales,Delivery Quantity,Lounge Quantity,Sale Fiscal,Visa Card,Visa electron,Pedidos Ya,Mercado Pago,Rappi
CDLM 2,21/08/2023,Mediodía,30,29,264688,133590,119398,11700,18,2,0,35850,6600,79262,25000,0
CDLM 1,21/08/2023,Noche,55,64,525578,300820,224758,0,34,0,1153112,204990,0,"167541,2",0,19161
La Embajada,22/08/2023,Mediodía,2,0,"8163,61","8163,61",0,0,0,0,0,0,"5208,72",0,0,0
CDLM 5,22/08/2023,Mediodía,28,0,180336,180336,0,0,0,0,0,36560,30836,0,27010,0
CDLM 4,22/08/2023,Mediodía,15,20,127954,90830,37124,0,8,0,0,8200,6000,7547,9400,0
CDLM 6,22/08/2023,Mediodía,47,32,260060,130480,126130,3450,30,1,0,79900,0,45824,0,2363
CDLM 2,22/08/2023,Mediodía,8,0,28253,0,28253,0,8,0,0,0,0,9107,0,0
CDLM 1,22/08/2023,Mediodía,33,31,247695,156860,83860,6975,15,2,0,97460,0,66558,0,0
CDLM 3,22/08/2023,Mediodía,22,38,185839,142190,43649,0,8,0,0,102090,0,30753,0,3885
CDLM 2,22/08/2023,Noche,13,11,75953,41200,27458,7295,7,2,43300,13000,30000,15946,1995,0
CDLM 4,22/08/2023,Noche,11,2,65122,9900,46922,8300,9,1,180918,8300,0,27714,0,3234
La Embajada,22/08/2023,Noche,4,0,"40693,33","40693,33",0,0,0,0,"48856,94","22613,4","9707,93",0,3473,0
CDLM 5,22/08/2023,Noche,19,0,104320,104320,0,0,0,0,223906,10400,29460,0,12260,0
CDLM 1,22/08/2023,Noche,31,38,284031,158915,124776,340,16,1,326815,50480,0,50575,0,26821
CDLM 3,22/08/2023,Noche,9,20,109721,94220,15501,0,2,0,160240,48050,0,2950,0,0
CDLM 6,22/08/2023,Noche,43,20,260968,85150,175818,0,38,0,623786,0,16900,76402,19100,12482
La Embajada,23/08/2023,Mediodía,1,0,"14784,02","14784,02",0,0,0,0,0,0,"14784,02",0,0,0
CDLM 4,23/08/2023,Mediodía,16,8,80442,29000,44162,7280,10,1,0,5200,0,20248,17400,0
CDLM 6,23/08/2023,Mediodía,47,29,301438,143070,149568,8800,35,2,0,0,47220,78121,21000,"7658,5"
CDLM 5,23/08/2023,Mediodía,35,0,210788,210788,0,0,0,0,0,18950,77708,0,10100,0
CDLM 1,23/08/2023,Mediodía,30,28,183469,93770,85674,4025,19,2,0,57820,0,57167,0,0
CDLM 3,23/08/2023,Mediodía,13,11,85695,50495,35200,0,7,0,0,20715,0,20506,0,0
CDLM 2,23/08/2023,Mediodía,19,17,112938,64300,48638,0,12,0,0,14400,26500,"30906,2",0,0
CDLM 1,23/08/2023,Noche,31,26,223658,111850,107808,4000,19,1,261644,81400,0,80544,0,16886
CDLM 2,23/08/2023,Noche,20,11,170739,60650,110089,0,15,0,151338,11050,27020,82882,12750,5145
CDLM 3,23/08/2023,Noche,15,27,150640,120100,30540,0,3,0,116735,72200,0,24118,0,0
CDLM 4,23/08/2023,Noche,18,22,141057,82220,58837,0,9,0,157228,15140,11935,37022,10500,9412
CDLM 6,23/08/2023,Noche,60,36,392901,177550,207901,7450,47,1,320426,83750,0,101966,0,15042
La Embajada,23/08/2023,Noche,3,0,"15549,85","15549,85",0,0,0,0,"30333,87",0,0,0,"10872,48",0
CDLM 5,23/08/2023,Noche,16,0,97520,97520,0,0,0,0,264898,10850,22280,0,21720,0
CDLM 4,24/08/2023,Noche,24,16,174350,54600,111750,8000,16,1,233252,17700,0,"72588,5",17000,0
La Embajada,24/08/2023,Mediodía,3,0,"29755,12","29755,12",0,0,0,0,0,0,0,0,"22826,3",0
CDLM 6,24/08/2023,Mediodía,43,20,222357,80210,142147,0,34,0,0,0,24800,"45204,5",10800,18690
CDLM 4,24/08/2023,Mediodía,15,11,89400,44620,44780,0,10,0,0,11780,10000,24461,0,8575
CDLM 5,24/08/2023,Mediodía,19,0,80920,80920,0,0,0,0,0,23810,10200,0,4890,0
CDLM 1,24/08/2023,Mediodía,37,38,267352,165150,86252,15950,18,3,0,105640,0,36734,0,8453
CDLM 3,24/08/2023,Mediodía,22,40,191522,152940,23732,14850,6,2,0,94750,0,15184,0,0
CDLM 2,24/08/2023,Mediodía,17,13,100137,45570,54567,0,13,0,0,0,14400,22183,6720,0
La Embajada,24/08/2023,Noche,3,0,"20141,76","20141,76",0,0,0,0,"49896,88",0,0,0,"11677,22",0
CDLM 1,24/08/2023,Noche,35,39,284693,172220,112473,0,17,0,353071,67250,0,52881,0,17025
CDLM 2,24/08/2023,Noche,21,28,185410,106360,79050,0,13,0,271327,15900,44250,40750,0,0
CDLM 3,24/08/2023,Noche,22,47,213235,189352,15583,8300,5,1,298947,104322,0,"10967,2",0,0
CDLM 5,24/08/2023,Noche,19,0,75998,75998,0,0,0,0,142008,25260,20440,0,1990,0
CDLM 6,24/08/2023,Noche,68,59,489586,266500,219736,3350,49,1,549963,174820,0,107190,0,20829
La Embajada,25/08/2023,Mediodía,2,0,"6468,06","6468,06",0,0,0,0,0,0,0,0,"3712,56",0
CDLM 6,25/08/2023,Mediodía,49,57,370730,217715,153015,0,26,0,0,39950,51000,"86151,4",43513,22898
CDLM 4,25/08/2023,Mediodía,22,25,172603,89600,53423,29580,7,4,0,9940,46650,49398,21780,0
CDLM 5,25/08/2023,Mediodía,55,0,292969,292969,0,0,0,0,0,42060,42340,0,60660,0
CDLM 3,25/08/2023,Mediodía,28,55,277911,236990,24171,16750,5,4,0,182890,0,21171,0,0
CDLM 1,25/08/2023,Mediodía,27,30,212341,113550,76995,21796,13,2,0,89360,0,59925,0,5653
CDLM 2,25/08/2023,Mediodía,17,17,137178,66325,63753,7100,9,2,0,7800,25500,44281,46050,0
CDLM 1,25/08/2023,Noche,35,44,298614,279650,9664,9300,15,1,347577,126325,0,67821,0,11038
CDLM 2,25/08/2023,Noche,23,28,232226,106250,121576,4400,15,1,206375,19950,24100,"96776,2",20400,8348
CDLM 3,25/08/2023,Noche,37,66,343373,269630,49943,23800,9,2,498898,257080,0,12348,0,10218
CDLM 4,25/08/2023,Noche,21,35,223461,162770,56291,4400,9,1,224084,14300,36720,37297,32100,0
CDLM 5,25/08/2023,Noche,35,0,190880,190880,0,0,0,0,437500,31130,39450,0,40430,0
CDLM 6,25/08/2023,Noche,61,107,683236,506090,177146,0,28,0,1015706,248530,0,85381,0,44412
La Embajada,25/08/2023,Noche,8,0,"82264,41","82264,41",0,0,0,0,"88733,01","10634,77",0,0,"46349,84",0
La Embajada,26/08/2023,Mediodía,5,0,"44530,86","44530,86",0,0,0,0,0,0,"15382,32",0,0,0
CDLM 5,26/08/2023,Mediodía,60,0,368760,368760,0,0,0,0,0,234560,0,0,0,0
CDLM 4,26/08/2023,Mediodía,23,34,210070,134750,67270,8050,10,1,0,42650,20955,57591,45000,0
CDLM 1,26/08/2023,Mediodía,55,92,522261,388120,134141,0,23,0,0,270170,0,104715,0,4620
CDLM 3,26/08/2023,Mediodía,42,100,438818,389060,49758,0,9,0,0,210160,0,24427,0,0
CDLM 2,26/08/2023,Mediodía,24,25,163206,88290,61066,13850,13,2,0,23700,30380,32033,15150,0
CDLM 6,26/08/2023,Mediodía,132,206,1301624,953920,320154,27550,62,3,0,0,174450,144257,47290,44008
CDLM 1,26/08/2023,Noche,61,104,600776,461020,135356,4400,26,1,778570,329465,0,"82799,1",0,6600
CDLM 2,26/08/2023,Noche,28,76,366394,292685,73709,0,13,0,308820,66300,128890,62958,24300,0
CDLM 3,26/08/2023,Noche,76,157,693559,598090,87219,8250,14,2,820704,382810,0,69331,0,0
CDLM 4,26/08/2023,Noche,37,70,408966,287380,92886,28700,13,4,307699,61300,102030,"75559,9",33000,0
CDLM 5,26/08/2023,Noche,68,0,343810,343810,0,0,0,0,575830,32800,98030,0,61710,0
CDLM 6,26/08/2023,Noche,106,178,1059293,822300,226893,10100,51,1,1649225,414123,0,"124604,4",0,0
La Embajada,26/08/2023,Noche,10,0,"45627,71","45627,71",0,0,0,0,"90158,57",0,"21488,67",0,3979,0
La Embajada,27/08/2023,Mediodía,18,0,"144921,07","144921,07",0,0,0,0,0,"46728,62","14226,71",0,"62870,76",0
CDLM 4,27/08/2023,Mediodía,18,27,164997,113380,51617,0,9,0,0,14650,88200,28351,0,0
CDLM 5,27/08/2023,Mediodía,93,0,514880,514880,0,0,0,0,0,124580,105650,0,89620,0
CDLM 6,27/08/2023,Mediodía,68,78,573541,333900,190191,49450,38,3,0,47460,154180,123778,31000,15425
CDLM 2,27/08/2023,Mediodía,37,72,390168,290650,70648,28870,11,3,0,133300,136550,28539,14300,0
CDLM 1,27/08/2023,Mediodía,42,78,451080,346169,104911,0,16,0,0,180410,0,"64079,4",0,7053
CDLM 3,27/08/2023,Mediodía,56,137,626753,603230,12923,10600,3,1,0,445500,0,5303,0,0
CDLM 1,27/08/2023,Noche,37,68,383561,286505,97056,0,20,0,764165,210000,0,60056,0,"12480,5"
CDLM 2,27/08/2023,Noche,17,17,148346,67450,70246,10650,9,2,537718,56790,10700,60001,17050,0
CDLM 3,27/08/2023,Noche,29,61,"307927,5","272352,5",35575,0,6,0,780146,"229782,5",0,23284,0,0
CDLM 4,27/08/2023,Noche,22,24,177370,93250,80420,3700,15,1,351242,6650,29225,55063,36300,0
CDLM 5,27/08/2023,Noche,50,0,256604,256604,0,0,0,0,549170,40280,26420,0,34200,0
CDLM 6,27/08/2023,Noche,50,60,399565,248150,138115,13300,25,2,1345847,132600,0,69393,0,34890
La Embajada,27/08/2023,Noche,3,0,"17544,72","17544,72",0,0,0,0,"162455,79",5428,0,0,0,0
CDLM 4,28/08/2023,Mediodía,13,2,63826,10300,49186,4340,11,1,0,4340,0,28081,0,0
CDLM 6,28/08/2023,Mediodía,32,14,173109,65950,107159,0,26,0,0,9900,15800,43405,9900,1400
CDLM 2,28/08/2023,Mediodía,12,9,72024,36850,23274,11900,7,2,0,0,4400,11336,0,0
CDLM 1,28/08/2023,Mediodía,37,42,290195,191050,99145,0,19,0,0,118490,0,61135,0,0
CDLM 3,28/08/2023,Mediodía,26,48,259986,220530,39456,0,9,0,0,175800,0,23937,0,0
CDLM 1,28/08/2023,Noche,43,40,328576,184490,136636,7450,27,1,371340,108675,0,83043,0,3234
CDLM 2,28/08/2023,Noche,10,4,79183,19150,60033,0,8,0,81285,19150,0,39644,0,0
CDLM 4,28/08/2023,Noche,23,24,183154,103850,79304,0,13,0,181470,24200,7650,"46471,2",18900,0
La Embajada,28/08/2023,Noche,2,0,"12964,2","12964,2",0,0,0,0,"12964,2","2316,6","10647,6",0,0,0
CDLM 5,28/08/2023,Noche,29,0,111881,98000,13881,0,4,0,263590,0,24180,13881,24050,0
CDLM 5,28/08/2023,Mediodía,31,0,179318,179318,0,0,0,0,0,32540,72190,0,36660,0
CDLM 3,28/08/2023,Noche,19,26,185705,129870,45285,10550,8,1,280369,92980,0,19068,0,15574
CDLM 6,28/08/2023,Noche,34,58,338915,238750,100165,0,19,0,777228,116483,0,50615,0,16520
La Embajada,29/08/2023,Mediodía,4,0,"47305,22","47305,22",0,0,0,0,0,0,"21549,57",0,"25756,25",0
CDLM 4,29/08/2023,Mediodía,16,11,93674,39790,41934,11950,10,2,0,17600,11590,28536,0,0
CDLM 5,29/08/2023,Mediodía,20,0,119290,119290,0,0,0,0,0,31800,18210,0,25100,0
CDLM 5,29/08/2023,Mediodía,3,0,10320,10320,0,0,0,0,0,0,0,0,10320,0
CDLM 6,29/08/2023,Mediodía,35,14,187923,65300,122623,0,29,0,0,11500,32240,50428,14000,14000
CDLM 3,29/08/2023,Mediodía,31,43,245399,199950,45449,0,11,0,0,117500,0,19601,0,8715
CDLM 1,29/08/2023,Mediodía,37,22,199702,95000,100507,4195,25,2,0,81165,0,50171,0,16542
CDLM 1,29/08/2023,Noche,46,37,359255,188870,157185,13200,25,2,333170,89280,0,103151,0,12978
CDLM 2,29/08/2023,Noche,13,24,140372,109100,27272,4000,7,1,150422,64250,0,15956,0,0
CDLM 3,29/08/2023,Noche,18,23,129693,93900,25793,10000,7,1,266728,69050,0,18153,0,0
CDLM 4,29/08/2023,Noche,17,16,133118,74050,59068,0,11,0,193117,39450,0,28544,0,9040
CDLM 5,29/08/2023,Noche,20,0,88756,78990,9766,0,2,0,188773,11950,15010,5933,13260,0
CDLM 6,29/08/2023,Noche,36,17,223532,61550,148182,13800,29,1,252846,39550,0,82905,0,5614
La Embajada,29/08/2023,Noche,2,0,"14961,33","14961,33",0,0,0,0,"62264,55",0,"3751,45",0,"11207,88",0
CDLM 2,29/08/2023,Mediodía,10,8,55618,48218,7400,0,1,0,0,17450,0,22048,0,0
La Embajada,30/08/2023,Mediodía,5,0,"32688,37","32688,37",0,0,0,0,0,0,"13014,96",0,"12380,53",0
CDLM 3,30/08/2023,Mediodía,23,42,181438,154980,26458,0,7,0,0,98650,0,15383,0,0
CDLM 4,30/08/2023,Mediodía,20,25,170191,89490,68001,12700,12,2,0,34700,18800,32299,3650,4620
CDLM 6,30/08/2023,Mediodía,41,19,211630,76700,134930,0,34,0,0,0,0,77670,22060,3710
CDLM 5,30/08/2023,Mediodía,21,0,103875,88114,15761,0,4,0,0,17550,19700,0,45840,0
CDLM 1,30/08/2023,Mediodía,42,37,292578,165950,118778,7850,25,2,0,69750,0,76422,0,6874
CDLM 2,30/08/2023,Mediodía,7,12,56750,51550,0,5200,0,1,0,25850,0,0,0,0
CDLM 4,30/08/2023,Noche,16,24,126751,96150,30601,0,8,0,215486,30100,4550,19633,20520,2573
CDLM 1,30/08/2023,Noche,29,24,207093,104750,102343,0,19,0,280062,16300,0,48860,0,14574
CDLM 2,30/08/2023,Noche,15,17,122296,63250,59046,0,9,0,82900,25750,16900,42424,20600,0
CDLM 5,30/08/2023,Noche,13,0,65610,65610,0,0,0,0,"92639,5",12350,30240,0,14160,0
CDLM 5,30/08/2023,Noche,0,0,9819,0,9819,0,2,0,"92639,5",0,0,9819,0,0
CDLM 6,30/08/2023,Noche,27,16,177319,68900,108419,0,20,0,296732,0,13100,66267,26500,15009
La Embajada,30/08/2023,Noche,5,0,"54448,96","54448,96",0,0,0,0,"87137,33",0,"13646,57",0,"10961,28",0
CDLM 3,30/08/2023,Noche,20,23,184025,138945,37580,7500,8,1,244700,100730,0,26100,0,0
La Embajada,31/08/2023,Mediodía,3,0,"36067,78","36067,78",0,0,0,0,0,0,0,0,"23640,75",0
CDLM 4,31/08/2023,Mediodía,18,20,139461,90190,40971,8300,8,1,0,9050,40090,11079,14250,0
CDLM 6,31/08/2023,Mediodía,41,37,249551,142150,101201,6200,25,2,0,48100,47235,"55646,5",20350,15620
CDLM 5,31/08/2023,Mediodía,35,0,197890,197890,0,0,0,0,0,42650,68800,0,14600,0
CDLM 5,31/08/2023,Mediodía,0,0,7920,0,7920,0,2,0,0,0,0,7920,0,0
CDLM 2,31/08/2023,Mediodía,15,11,98167,45150,53017,0,10,0,0,30450,0,41504,0,0
CDLM 1,31/08/2023,Mediodía,42,61,364538,268275,96263,0,20,0,0,172620,0,54200,0,0
CDLM 3,31/08/2023,Mediodía,31,40,178651,128180,50471,0,14,0,0,85950,0,27669,0,2310
CDLM 3,31/08/2023,Noche,30,69,309294,252250,49644,7400,9,1,405072,252680,0,31084,0,0
CDLM 1,31/08/2023,Noche,45,53,384918,228200,156718,0,29,0,409018,93510,0,"116450,4",0,6367
CDLM 2,31/08/2023,Noche,17,13,124586,59100,56686,8800,9,2,97318,14300,33200,"39096,4",21150,0
CDLM 4,31/08/2023,Noche,17,16,129070,59000,47265,22805,9,4,186967,22300,8000,31226,34955,2835
CDLM 5,31/08/2023,Noche,16,0,80440,80440,0,0,0,0,107230,0,15410,0,23050,0
CDLM 5,31/08/2023,Noche,2,0,11695,0,11695,0,2,0,107230,0,0,11695,0,0
CDLM 6,31/08/2023,Noche,49,70,412406,269285,133671,9450,27,2,376950,0,129865,99613,42750,3234
La Embajada,31/08/2023,Noche,4,0,"32436,72","32436,72",0,0,0,0,"68504,5","8806,57","4715,75",0,"15271,2",0
La Embajada,01/09/2023,Mediodía,4,0,"52018,32","52018,32",0,0,0,0,0,"45624,48",0,0,"1475,52",0
CDLM 4,01/09/2023,Mediodía,19,34,170276,141140,29136,0,7,0,0,13450,79540,17916,24250,0
CDLM 6,01/09/2023,Mediodía,42,29,259631,117860,141771,0,28,0,0,0,30460,71892,34150,14025
CDLM 5,01/09/2023,Mediodía,0,0,16000,0,16000,0,3,0,0,0,0,7998,0,0
CDLM 5,01/09/2023,Mediodía,46,0,258980,258980,0,0,0,0,0,23020,77700,0,39370,0
CDLM 2,01/09/2023,Mediodía,19,40,233683,181320,45463,6900,7,1,0,167650,0,40746,0,0
CDLM 3,01/09/2023,Mediodía,33,58,264672,227780,36892,0,9,0,0,173080,0,"16643,4",0,0
CDLM 1,01/09/2023,Mediodía,45,58,318485,221300,84485,12700,22,2,0,180370,0,59463,0,8715
CDLM 1,01/09/2023,Noche,56,90,553568,374030,175888,3650,26,1,622252,268380,0,146113,0,13405
CDLM 2,01/09/2023,Noche,23,28,187116,119950,52866,14300,9,3,244870,6000,45080,34962,45000,0
CDLM 3,01/09/2023,Noche,38,101,426475,398635,27840,0,4,0,375603,254095,0,17602,0,10238
CDLM 4,01/09/2023,Noche,22,48,"229416,5","180787,5",48629,0,9,0,185215,28100,16150,42526,26400,0
CDLM 5,01/09/2023,Noche,2,0,8453,0,8453,0,2,0,"200736,5",0,0,8453,0,0
CDLM 5,01/09/2023,Noche,41,0,218340,218340,0,0,0,0,"200736,5",31360,98580,0,35180,0
CDLM 6,01/09/2023,Noche,65,129,679955,590150,89805,0,18,0,597625,31700,195750,45979,54950,24650
La Embajada,01/09/2023,Noche,10,0,"69474,98","69474,98",0,0,0,0,"121493,3","18280,09",0,0,"26235,3",0
La Embajada,02/09/2023,Mediodía,14,0,"138438,9","138438,9",0,0,0,0,0,"44679,95","19986,33",0,"51568,88",0
CDLM 6,02/09/2023,Mediodía,63,55,449023,213350,235673,0,43,0,0,143980,0,134193,0,34511
CDLM 5,02/09/2023,Mediodía,5,0,28963,0,28963,0,5,0,0,0,0,22670,0,0
CDLM 4,02/09/2023,Mediodía,19,25,126211,90800,27111,8300,7,1,0,14450,24350,15166,25200,0
CDLM 5,02/09/2023,Mediodía,65,0,353900,353900,0,0,0,0,0,26290,123780,0,105080,0
CDLM 1,02/09/2023,Mediodía,59,123,586531,485775,93206,7550,17,2,0,371675,0,63606,0,0
CDLM 2,02/09/2023,Mediodía,29,58,311244,212340,78904,20000,10,2,0,167160,0,57875,0,0
CDLM 3,02/09/2023,Mediodía,54,127,528957,484495,29112,15350,7,2,0,411795,0,26109,0,0
CDLM 1,02/09/2023,Noche,52,93,520966,420005,91861,9100,17,1,809796,248955,0,24689,0,33539
CDLM 2,02/09/2023,Noche,33,44,279782,182400,74832,22550,12,3,236950,50200,46250,56823,18950,0
CDLM 3,02/09/2023,Noche,60,172,718812,683700,35112,0,5,0,1083998,528140,0,30492,0,0
CDLM 4,02/09/2023,Noche,31,64,"322040,5","266017,5",44173,11850,6,3,375547,70060,64200,"31892,7",48600,8732
CDLM 5,02/09/2023,Noche,5,0,41563,0,41563,0,5,0,"208893,5",0,0,41563,0,0
CDLM 5,02/09/2023,Noche,55,0,271190,271190,0,0,0,0,"208893,5",55150,75550,0,63960,0
CDLM 6,02/09/2023,Noche,86,163,977732,736615,226917,14200,33,1,1119420,524785,0,162163,0,21028
La Embajada,02/09/2023,Noche,12,0,"118149,13","118149,13",0,0,0,0,"256588,03","35543,58","49154,26",0,"17052,13",0
La Embajada,03/09/2023,Mediodía,13,0,"97595,31","97595,31",0,0,0,0,0,"26055,45","9444,01",0,"30629,3",0
CDLM 5,03/09/2023,Mediodía,0,0,20615,0,20615,0,3,0,0,0,0,20615,0,0
CDLM 5,03/09/2023,Mediodía,78,0,492770,492770,0,0,0,0,0,56450,181420,0,81780,0
CDLM 6,03/09/2023,Mediodía,74,91,702243,383700,294443,24100,47,1,0,29150,184490,193302,96150,34949
CDLM 4,03/09/2023,Mediodía,24,59,256043,214240,41803,0,8,0,0,87190,62460,27070,18300,0
CDLM 3,03/09/2023,Mediodía,51,108,505520,436790,68730,0,11,0,0,354650,0,62170,0,0
CDLM 1,03/09/2023,Mediodía,45,45,"408740,5","222812,5",131708,54220,21,4,0,189880,0,"109740,4",0,"4242,5"
CDLM 2,03/09/2023,Mediodía,30,64,329956,250270,50876,28810,8,3,0,221440,0,31985,0,0
CDLM 1,03/09/2023,Noche,53,57,392258,245960,137858,8440,26,3,535541,97450,0,84489,0,20177
CDLM 2,03/09/2023,Noche,16,21,145137,69980,59957,15200,8,2,312010,10250,17300,45866,8700,0
CDLM 3,03/09/2023,Noche,43,94,420980,370450,34130,16400,9,3,881648,247690,0,24134,0,0
CDLM 6,03/09/2023,Noche,47,68,418653,285850,121753,11050,25,2,1091190,136900,0,"76586,4",0,14998
CDLM 4,03/09/2023,Noche,11,18,129742,93570,31872,4300,5,1,723255,44150,29750,27283,13350,0
La Embajada,03/09/2023,Noche,2,0,"9066,48","9066,48",0,0,0,0,"106661,79",0,"5599,44",0,"3467,04",0
CDLM 5,03/09/2023,Noche,0,0,21311,0,21311,0,4,0,418505,0,0,4758,0,0
CDLM 5,03/09/2023,Noche,70,0,406460,406460,0,0,0,0,418505,60520,112440,0,80820,0
CDLM 4,04/09/2023,Mediodía,15,5,89210,25950,51210,12050,11,2,0,0,0,"36305,1",4950,0
CDLM 5,04/09/2023,Mediodía,0,0,7489,0,7489,0,2,0,0,0,0,0,0,0
CDLM 5,04/09/2023,Mediodía,36,0,163508,163508,0,0,0,0,0,15580,27580,0,32790,0
CDLM 6,04/09/2023,Mediodía,41,20,222192,84200,137992,0,32,0,0,49350,0,"64045,1",0,4704
CDLM 2,04/09/2023,Mediodía,12,11,109460,54200,55260,0,7,0,0,39250,0,53932,0,0
CDLM 3,04/09/2023,Mediodía,19,23,142616,110440,32176,0,8,0,0,84390,0,19061,0,0
CDLM 1,04/09/2023,Mediodía,41,38,268351,147610,114266,6475,25,1,0,95485,0,85137,0,3833
CDLM 2,04/09/2023,Noche,9,2,60294,3800,46694,9800,6,2,75600,3800,0,38689,2300,0
CDLM 5,04/09/2023,Noche,3,0,17160,0,17160,0,3,0,101515,0,0,9750,0,0
La Embajada,04/09/2023,Noche,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,0
CDLM 1,04/09/2023,Noche,48,38,360389,167870,185869,6650,33,2,390088,96100,0,"117394,5",0,15720
CDLM 3,04/09/2023,Noche,26,35,214266,161710,52556,0,10,0,280976,123280,0,31140,0,6972
CDLM 4,04/09/2023,Noche,24,29,211242,128400,75042,7800,16,1,84440,2150,32650,50484,12800,4620
CDLM 5,04/09/2023,Noche,28,0,140350,140350,0,0,0,0,101515,41970,16850,0,20060,0
CDLM 6,04/09/2023,Noche,54,33,362393,133410,183633,45350,38,2,260276,43875,64350,"79298,2",21050,"21268,5"
La Embajada,05/09/2023,Mediodía,2,0,"6133,1","6133,1",0,0,0,0,0,0,"3243,84",0,0,0
CDLM 4,05/09/2023,Mediodía,16,12,120549,58300,62249,0,13,0,0,17150,30800,35215,0,4620
CDLM 5,05/09/2023,Mediodía,5,0,24985,0,24985,0,5,0,0,0,0,15000,0,0
CDLM 6,05/09/2023,Mediodía,46,48,322739,169800,152939,0,30,0,0,97550,0,"78663,7",0,18711
CDLM 5,05/09/2023,Mediodía,38,0,207230,207230,0,0,0,0,0,16000,58380,0,19040,0
CDLM 3,05/09/2023,Mediodía,18,16,116852,63050,45362,8440,10,2,0,46900,0,26353,0,0
CDLM 2,05/09/2023,Mediodía,17,7,90472,27600,34772,28100,9,5,0,8800,15900,21884,0,0
CDLM 1,05/09/2023,Mediodía,39,21,267170,102000,149905,15265,28,2,0,80080,0,89375,0,3014
CDLM 5,05/09/2023,Mediodía,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDLM 1,05/09/2023,Noche,40,37,341646,167400,174246,0,28,0,306205,94550,0,106110,0,19528
CDLM 2,05/09/2023,Noche,15,14,127835,53150,58685,16000,8,1,145335,54160,0,45715,0,1890
CDLM 3,05/09/2023,Noche,11,10,70927,43350,27577,0,6,0,118739,39300,0,18387,0,0
CDLM 4,05/09/2023,Noche,21,9,133744,53900,79844,0,15,0,149435,0,4400,52294,18950,0
La Embajada,05/09/2023,Noche,5,0,"23530,83","23530,83",0,0,0,0,"29663,93","4894,73","11952,34",0,"3233,04",0
CDLM 6,05/09/2023,Noche,34,40,298228,179800,118428,0,23,0,352614,38420,30950,83865,0,0
CDLM 5,06/09/2023,Noche,32,0,229193,210240,18953,0,3,0,385283,83100,33410,12563,47100,0
CDLM 5,06/09/2023,Mediodía,1,0,2800,0,2800,0,1,0,0,0,0,1799,0,0
CDLM 4,06/09/2023,Mediodía,12,9,79681,38430,35651,5600,7,1,0,5600,20840,33021,0,0
CDLM 6,06/09/2023,Mediodía,49,39,319588,167498,152090,0,34,0,0,86088,0,87722,0,4673
CDLM 5,06/09/2023,Mediodía,21,0,102180,102180,0,0,0,0,0,67860,0,0,0,0
CDLM 2,06/09/2023,Mediodía,16,18,120469,70070,40699,9700,10,1,0,63190,0,28152,0,0
CDLM 1,06/09/2023,Mediodía,36,42,303078,217558,85520,0,17,0,0,165500,0,67731,0,7960
CDLM 3,06/09/2023,Mediodía,25,34,179546,129223,45473,4850,11,1,0,63670,0,23590,0,0
CDLM 1,06/09/2023,Noche,28,24,267654,116760,150894,0,20,0,480484,86730,0,"95202,1",0,20960
CDLM 2,06/09/2023,Noche,10,13,93983,58930,35053,0,5,0,130950,0,14570,25620,11600,0
CDLM 3,06/09/2023,Noche,18,41,"235551,5","212773,5",22778,0,4,0,335315,196465,0,8381,0,7126
CDLM 4,06/09/2023,Noche,16,23,143534,84620,58914,0,7,0,113175,13125,15425,42822,44600,0
CDLM 5,06/09/2023,Noche,41,0,288110,288110,0,0,0,0,64270,51520,82320,0,45900,0
CDLM 6,06/09/2023,Noche,35,70,400816,303780,94586,2450,17,1,374365,158880,0,67161,0,7710
La Embajada,06/09/2023,Mediodía,4,0,"16768,27","16768,27",0,0,0,0,0,0,0,0,0,0
La Embajada,06/09/2023,Noche,5,0,"33621,8","33621,8",0,0,0,0,"54791,07","16260,37","17361,43",0,0,0
CDLM 5,06/09/2023,Noche,2,0,10570,0,10570,0,2,0,64270,0,0,9569,0,0
La Embajada,07/09/2023,Mediodía,1,0,"2946,24","2946,24",0,0,0,0,0,0,0,0,0,0
CDLM 6,07/09/2023,Mediodía,47,61,397436,285250,104086,8100,22,1,0,58640,171623,59366,13980,3000
CDLM 4,07/09/2023,Mediodía,13,11,80299,44030,36269,0,7,0,0,5170,30720,21643,4600,0
CDLM 5,07/09/2023,Mediodía,3,0,24910,0,24910,0,3,0,0,0,0,18450,0,0
CDLM 5,07/09/2023,Mediodía,24,0,132096,132096,0,0,0,0,0,5620,55540,0,9400,0
CDLM 1,07/09/2023,Mediodía,37,48,324423,233940,83633,6850,18,1,0,196980,0,64015,0,0
CDLM 2,07/09/2023,Mediodía,10,11,108576,65840,42736,0,6,0,0,45790,0,24853,0,0
CDLM 3,07/09/2023,Mediodía,27,47,"258793,5","214397,5",42096,2300,10,1,0,150150,0,26568,0,0
CDLM 1,07/09/2023,Noche,43,32,352478,137996,192532,21950,29,3,310870,105010,0,105320,0,22320
CDLM 2,07/09/2023,Noche,16,37,202208,144368,37640,20200,4,2,177590,55340,29320,27430,20340,0
CDLM 3,07/09/2023,Noche,14,16,128442,68720,59722,0,8,0,201720,60310,0,29694,0,0
CDLM 4,07/09/2023,Noche,17,4,124652,14640,98312,11700,14,1,36130,0,4570,73253,0,3563
