MONTH,YEAR,order_id,billing_state,billing_country,referring_platform,marketing_campaign_source,product_type,product_title, Gross Sale of Products , Customer Shipping Payment , TOTAL GROSS ORDER SALES , gross_profit ,gross_profit margin
AUGUST,2021,3941422399570,Arizona,United States,meta,,Pillow,Spook Scare Scream Pillow, $30.00 , $-   , $30.00 , $10.10 ,34%
AUGUST,2021,3941427150930,Arizona,United States,direct,,Pillow,Spook Scare Scream Pillow, $30.00 , $-   , $30.00 , $10.10 ,34%
AUGUST,2021,3941427150930,Arizona,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3944606564434,Connecticut,United States,shopify,shopify_email,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3944606564434,Connecticut,United States,shopify,shopify_email,bedding,Fall Fleece Blanket, $60.00 , $-   , $63.81 , $12.74 ,21%
AUGUST,2021,3945387655250,Illinois,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3945387655250,Illinois,United States,direct,,Tabletop & Statuary,Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
AUGUST,2021,3945387655250,Illinois,United States,direct,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
AUGUST,2021,3945470361682,California,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3945470361682,California,United States,meta,facebook,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $20.00 , $5.60 ,28%
AUGUST,2021,3947034542162,California,United States,alphabet,google,,, $-   , $25.75 , $25.75 , $-   ,0%
AUGUST,2021,3947034542162,California,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
AUGUST,2021,3948713082962,Alabama,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3948713082962,Alabama,United States,meta,,Tabletop & Statuary,Bloody Vampire Skull, $35.00 , $-   , $35.00 , $17.00 ,49%
AUGUST,2021,3949278560338,Alabama,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3949278560338,Alabama,United States,alphabet,,Wall Art & Decor,Raven Skull Wall Plaque, $30.00 , $-   , $30.00 , $11.00 ,37%
AUGUST,2021,3949278560338,Alabama,United States,alphabet,,CANDLES,Manifest - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
AUGUST,2021,3949278560338,Alabama,United States,alphabet,,CANDLES,Grounding - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
AUGUST,2021,3949278560338,Alabama,United States,alphabet,,CANDLES,Morning Ritual - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
AUGUST,2021,3949278560338,Alabama,United States,alphabet,,CANDLES,Banish - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
AUGUST,2021,3949684883538,Montana,United States,alphabet,,Door Knockers,Wolf Door Knocker, $25.00 , $-   , $25.00 , $10.00 ,40%
AUGUST,2021,3949684883538,Montana,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3951087321170,Indiana,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3951087321170,Indiana,United States,meta,facebook,bedding,Fall Fleece Blanket, $60.00 , $-   , $60.00 , $12.74 ,21%
AUGUST,2021,3953016963154,Tennessee,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3953016963154,Tennessee,United States,alphabet,,PURSE,Black & Orange Skull Purse, $49.00 , $-   , $49.00 , $22.00 ,45%
AUGUST,2021,3953420894290,New Mexico,United States,meta,facebook,,, $-   , $18.96 , $18.96 , $-   ,0%
AUGUST,2021,3953420894290,New Mexico,United States,meta,facebook,Tabletop & Statuary,Crescent Moon Skull Box-Silver, $40.00 , $-   , $40.00 , $16.55 ,41%
AUGUST,2021,3953458446418,New York,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3953458446418,New York,United States,alphabet,,Pillow,Spook Scare Scream Pillow, $33.00 , $-   , $33.00 , $10.10 ,31%
AUGUST,2021,3954821988434,Ohio,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3954821988434,Ohio,United States,alphabet,,Pillow,Spook Scare Scream Pillow, $30.00 , $-   , $30.00 , $10.10 ,34%
AUGUST,2021,3954829754450,Ohio,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3954829754450,Ohio,United States,meta,,bedding,Spirit Board Blanket, $45.00 , $-   , $45.00 , $17.25 ,38%
AUGUST,2021,3954847875154,Indiana,United States,meta,facebook,Tabletop & Statuary,Horror Statuary - Leatherface, $15.00 , $-   , $15.00 , $4.00 ,27%
AUGUST,2021,3954847875154,Indiana,United States,meta,facebook,Tabletop & Statuary,Monster & Bride, $19.00 , $-   , $19.00 , $4.00 ,21%
AUGUST,2021,3954847875154,Indiana,United States,meta,facebook,Tabletop & Statuary,Horror Statuary - Dracula, $15.00 , $-   , $15.00 , $4.00 ,27%
AUGUST,2021,3954847875154,Indiana,United States,meta,facebook,Tabletop & Statuary,Horror Statue - Monster Stitch, $24.00 , $-   , $24.00 , $6.00 ,25%
AUGUST,2021,3954847875154,Indiana,United States,meta,facebook,Tabletop & Statuary,Horror Statuary - Pennywise, $15.00 , $-   , $15.00 , $4.00 ,27%
AUGUST,2021,3954847875154,Indiana,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3954853773394,Wisconsin,United States,direct,,Candle Holders,Colored Glass Lanterns (Assorted), $22.65 , $-   , $22.65 , $7.82 ,35%
AUGUST,2021,3954853773394,Wisconsin,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3954853773394,Wisconsin,United States,direct,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
AUGUST,2021,3955100418130,Arizona,United States,meta,facebook,Bathroom Decor,Skull & Crow Shower Curtain, $25.00 , $-   , $25.00 , $12.50 ,50%
AUGUST,2021,3955100418130,Arizona,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3958139846738,Washington,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3958139846738,Washington,United States,direct,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
AUGUST,2021,3959274438738,Connecticut,United States,back-in-stock,back-in-stock,,, $-   , $7.00 , $7.44 , $-   ,0%
AUGUST,2021,3959274438738,Connecticut,United States,back-in-stock,back-in-stock,Tabletop & Statuary,Baphomet Hand Horns, $30.00 , $-   , $31.91 , $10.56 ,35%
AUGUST,2021,3961519308882,Missouri,United States,shopify,shopify_email,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
AUGUST,2021,3961519308882,Missouri,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3961755992146,Arizona,United States,shopify,shopify_email,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
AUGUST,2021,3961755992146,Arizona,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3963712766034,Arkansas,United States,direct,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
AUGUST,2021,3963712766034,Arkansas,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3964203597906,Indiana,United States,alphabet,,Pillow,Baphomet Pillow, $40.00 , $-   , $40.00 , $7.10 ,18%
AUGUST,2021,3964203597906,Indiana,United States,alphabet,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
AUGUST,2021,3964203597906,Indiana,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3964209922130,California,United States,abandoned_cart,abandoned_cart,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3964209922130,California,United States,abandoned_cart,abandoned_cart,Doormats,Baphomet Doormat, $45.00 , $-   , $40.50 , $6.84 ,17%
AUGUST,2021,3964230271058,California,United States,alphabet,,Candle Holders,Skull Tealight Holder, $30.00 , $-   , $30.00 , $12.50 ,42%
AUGUST,2021,3964230271058,California,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3966880088146,Colorado,United States,direct,,,, $-   , $4.00 , $4.00 , $-   ,0%
AUGUST,2021,3966880088146,Colorado,United States,direct,,Rug,Goat Skull Area Rug, $33.50 , $-   , $33.50 , $10.50 ,31%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Rug,Goat Skull Area Rug, $70.00 , $-   , $70.00 , $7.22 ,10%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $35.00 , $15.43 ,44%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Tabletop & Statuary,Small Celtic Skull, $25.00 , $-   , $25.00 , $9.92 ,40%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Tabletop & Statuary,Hell's Desire Skull, $35.00 , $-   , $35.00 , $-   ,0%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Tabletop & Statuary,Silver Skull, $36.00 , $-   , $36.00 , $18.00 ,50%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $20.00 , $5.60 ,28%
AUGUST,2021,3968313753682,Massachusetts,United States,alphabet,,Tabletop & Statuary,Half Skull Bowl, $30.00 , $-   , $30.00 , $-   ,0%
SEPTEMBER,2021,3969447428178,Oregon,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3969447428178,Oregon,United States,meta,facebook,Tabletop & Statuary,PRE-ORDER - Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
SEPTEMBER,2021,3970295955538,Florida,United States,meta,facebook,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
SEPTEMBER,2021,3970295955538,Florida,United States,meta,facebook,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
SEPTEMBER,2021,3970295955538,Florida,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3971325165650,Alabama,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
SEPTEMBER,2021,3971325165650,Alabama,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3971838771282,Missouri,United States,alphabet,google,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $20.00 , $5.60 ,28%
SEPTEMBER,2021,3971838771282,Missouri,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3973420810322,Wisconsin,United States,direct,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
SEPTEMBER,2021,3973420810322,Wisconsin,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3973776212050,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3973776212050,California,United States,alphabet,google,Kitchen,Skull S & P Shakers, $16.66 , $-   , $16.66 , $3.66 ,22%
SEPTEMBER,2021,3974025248850,Utah,United States,meta,,dish,Skull & Cross Utensils Mug, $25.00 , $-   , $25.00 , $6.23 ,25%
SEPTEMBER,2021,3974025248850,Utah,United States,meta,,Tabletop & Statuary,Crescent Moon Wax Burner-DEFECT DISCOUNT, $19.00 , $-   , $19.00 , $3.00 ,16%
SEPTEMBER,2021,3974025248850,Utah,United States,meta,,Tabletop & Statuary,Baphomet Hand Horns, $30.00 , $-   , $30.00 , $10.56 ,35%
SEPTEMBER,2021,3974025248850,Utah,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3974726516818,Arkansas,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3974726516818,Arkansas,United States,meta,,Tabletop & Statuary,PRE-ORDER - Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
SEPTEMBER,2021,3975296450642,Arkansas,United States,direct,,Pillow,Bat Pillow, $33.00 , $-   , $33.00 , $12.05 ,37%
SEPTEMBER,2021,3975296450642,Arkansas,United States,direct,,coffee mug,Every Day Is Halloween Mug, $20.00 , $-   , $20.00 , $5.51 ,28%
SEPTEMBER,2021,3975296450642,Arkansas,United States,direct,,CANDLES,Grounding - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
SEPTEMBER,2021,3975296450642,Arkansas,United States,direct,,CANDLES,Manifest - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
SEPTEMBER,2021,3975296450642,Arkansas,United States,direct,,bedding,Fall Fleece Blanket, $60.00 , $-   , $60.00 , $12.74 ,21%
SEPTEMBER,2021,3975296450642,Arkansas,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3975394525266,Washington,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3975394525266,Washington,United States,alphabet,google,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
SEPTEMBER,2021,3975394525266,Washington,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $30.00 , $-   , $30.00 , $12.50 ,42%
SEPTEMBER,2021,3975522615378,Idaho,United States,android,google,Tabletop & Statuary,Gargoyle - Laverne, $25.00 , $-   , $25.00 , $10.28 ,41%
SEPTEMBER,2021,3975522615378,Idaho,United States,android,google,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3976010891346,New Jersey,United States,direct,,Tabletop & Statuary,Fluorescent Orange Skull, $24.00 , $-   , $24.00 , $10.00 ,42%
SEPTEMBER,2021,3976010891346,New Jersey,United States,direct,,Tabletop & Statuary,Fluorescent Green Skull, $24.00 , $-   , $24.00 , $10.00 ,42%
SEPTEMBER,2021,3976010891346,New Jersey,United States,direct,,Tabletop & Statuary,Fluorescent Yellow Skull, $24.00 , $-   , $24.00 , $10.00 ,42%
SEPTEMBER,2021,3976010891346,New Jersey,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3977210527826,Wisconsin,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3977210527826,Wisconsin,United States,alphabet,,Tabletop & Statuary,Steampunk Raven, $36.00 , $-   , $36.00 , $15.32 ,43%
SEPTEMBER,2021,3977210527826,Wisconsin,United States,alphabet,,Tabletop & Statuary,Steampunk Plague Doctor Bust, $35.00 , $-   , $35.00 , $13.53 ,39%
SEPTEMBER,2021,3977210527826,Wisconsin,United States,alphabet,,Rug,Cthulhu Rug, $45.00 , $-   , $45.00 , $10.00 ,22%
SEPTEMBER,2021,3980568821842,West Virginia,United States,alphabet,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
SEPTEMBER,2021,3980568821842,West Virginia,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3982205419602,North Carolina,United States,alphabet,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
SEPTEMBER,2021,3982205419602,North Carolina,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3982205419602,North Carolina,United States,alphabet,,Tabletop & Statuary,Moon & Bat Statue, $35.00 , $-   , $35.00 , $11.50 ,33%
SEPTEMBER,2021,3982205419602,North Carolina,United States,alphabet,,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $20.00 , $5.60 ,28%
SEPTEMBER,2021,3984997843026,Michigan,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3984997843026,Michigan,United States,alphabet,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
SEPTEMBER,2021,3985190977618,Maryland,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3985190977618,Maryland,United States,alphabet,google,wallet,Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
SEPTEMBER,2021,3991798415442,Illinois,United States,meta,facebook,Candle Holders,Colored Glass Lanterns (Assorted), $45.30 , $-   , $45.30 , $15.64 ,35%
SEPTEMBER,2021,3991798415442,Illinois,United States,meta,facebook,Doormats,A Witch Lives Here Doormat, $45.00 , $-   , $40.50 , $6.84 ,17%
SEPTEMBER,2021,3991798415442,Illinois,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3991798415442,Illinois,United States,meta,facebook,Towel,Live Deliciously Beach Towel, $42.00 , $-   , $37.80 , $7.80 ,21%
SEPTEMBER,2021,3991798415442,Illinois,United States,meta,facebook,Tabletop & Statuary,Zombie Bust, $23.00 , $-   , $23.00 , $-   ,0%
SEPTEMBER,2021,3991798415442,Illinois,United States,meta,facebook,Tabletop & Statuary,Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
SEPTEMBER,2021,3992080253010,Wisconsin,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3992080253010,Wisconsin,United States,alphabet,,Candle Holders,Colored Glass Lanterns (Assorted), $45.30 , $-   , $45.30 , $15.64 ,35%
SEPTEMBER,2021,3994106888274,Ohio,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3994106888274,Ohio,United States,meta,,Bathroom Decor,Skull & Ribs Shower Curtain, $25.00 , $-   , $25.00 , $12.50 ,50%
SEPTEMBER,2021,3994178289746,Oregon,United States,shopify,shopify_email,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3994178289746,Oregon,United States,shopify,shopify_email,Candle Holders,PRE-ORDER-Skull Tealight Holder, $30.00 , $-   , $30.00 , $12.50 ,42%
SEPTEMBER,2021,3994178289746,Oregon,United States,shopify,shopify_email,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $35.00 , $15.43 ,44%
SEPTEMBER,2021,3994178289746,Oregon,United States,shopify,shopify_email,Tabletop & Statuary,Silver Skull, $36.00 , $-   , $36.00 , $18.00 ,50%
SEPTEMBER,2021,3994443776082,New York,United States,alphabet,,Candle Holders,Black Lattice Lantern, $27.75 , $-   , $27.75 , $8.96 ,32%
SEPTEMBER,2021,3994443776082,New York,United States,alphabet,,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
SEPTEMBER,2021,3994443776082,New York,United States,alphabet,,Tote Bag,"Bat, Skull, & Planchette Tote Bag", $23.00 , $-   , $23.00 , $9.00 ,39%
SEPTEMBER,2021,3994443776082,New York,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,3994443776082,New York,United States,alphabet,,Tabletop & Statuary,Cat Salt & Pepper Shakers, $20.00 , $-   , $20.00 , $9.00 ,45%
SEPTEMBER,2021,3996342550610,Illinois,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3996342550610,Illinois,United States,meta,facebook,Tabletop & Statuary,PRE-ORDER-Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
SEPTEMBER,2021,3997402136658,California,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,3997402136658,California,United States,shopify,shopify_email,Tabletop & Statuary,PRE-ORDER - Baphomet Hand Horns, $30.00 , $-   , $30.00 , $10.56 ,35%
SEPTEMBER,2021,3997847519314,New Jersey,United States,shopify,shopify_email,Tabletop & Statuary,Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
SEPTEMBER,2021,3997847519314,New Jersey,United States,shopify,shopify_email,Tabletop & Statuary,Silver Skull, $36.00 , $-   , $36.00 , $18.00 ,50%
SEPTEMBER,2021,3997847519314,New Jersey,United States,shopify,shopify_email,Tabletop & Statuary,Black Skull with Faux Geode, $36.00 , $-   , $36.00 , $16.45 ,46%
SEPTEMBER,2021,3997847519314,New Jersey,United States,shopify,shopify_email,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
SEPTEMBER,2021,3997847519314,New Jersey,United States,shopify,shopify_email,,, $-   , $-   , $-   , $-   ,0%
SEPTEMBER,2021,4000415416402,Ohio,United States,alphabet,,coffee mug,Large Witch Mug, $22.00 , $-   , $22.00 , $7.18 ,33%
SEPTEMBER,2021,4000415416402,Ohio,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,4002054307922,New York,United States,meta,facebook,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
SEPTEMBER,2021,4002054307922,New York,United States,meta,facebook,,, $-   , $8.35 , $8.35 , $-   ,0%
SEPTEMBER,2021,4002511257682,Idaho,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,4002511257682,Idaho,United States,meta,,Tabletop & Statuary,"PRE-ORDER - See, Hear, Speak No Evil Goblins", $33.00 , $-   , $33.00 , $10.27 ,31%
SEPTEMBER,2021,4002543075410,Pennsylvania,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,4002543075410,Pennsylvania,United States,meta,,Tabletop & Statuary,"PRE-ORDER - See, Hear, Speak No Evil Goblins", $33.00 , $-   , $33.00 , $10.27 ,31%
SEPTEMBER,2021,4003975266386,Massachusetts,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
SEPTEMBER,2021,4003975266386,Massachusetts,United States,meta,facebook,Wall Art & Decor,Welcome Skeleton Reaper, $25.00 , $-   , $25.00 , $10.00 ,40%
SEPTEMBER,2021,4005504778322,New Mexico,United States,meta,,bedding,Fall Fleece Blanket, $60.00 , $-   , $60.00 , $12.74 ,21%
